EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
2567,Sylvia,Price,2022-12-22,2023-07-26,IT Manager - Infra,Christy Cunningham,sylvia.price@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Voluntary,Dream quickly relationship involve enough name.,IT/IS,Field Operations,15-10-1959,MA,Foreman,Male,51819,Black,Widowed,Fully Meets,5
2568,Eden,Choi,2019-03-12,,IT Manager - DB,Mr. David Booth,eden.choi@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Aerial,27-04-1990,MA,Lineman,Male,40294,Asian,Widowed,Fully Meets,4
2569,Emerson,Grimes,2021-10-07,2021-12-31,IT Manager - DB,Mrs. Debra Flynn,emerson.grimes@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Retirement,Anything human medical offer dinner hard by.,IT/IS,General - Con,28-03-1995,MA,Laborer,Male,53854,Black,Single,Fully Meets,2
2570,Ayden,Wu,2019-06-16,2023-05-21,IT Director,Tamara Adkins,ayden.wu@bilearner.com,NEL,Active,Contract,Zone A,Full-Time,Voluntary,War model build important determine.,IT/IS,Field Operations,18-11-1991,MA,Laborer,Male,60717,Black,Single,Fully Meets,4
2571,Hayley,Keller,2021-03-17,2022-09-08,BI Director,Megan Hart,hayley.keller@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Retirement,Maintain which memory born.,IT/IS,Field Operations,1989-11-02,MA,Technician,Female,30960,Asian,Divorced,Fully Meets,2
2572,Alannah,Rivas,2022-08-07,2023-04-26,BI Developer,Stacy Lopez,alannah.rivas@bilearner.com,PYZ,Active,Contract,Zone A,Temporary,Resignation,Lawyer suggest cultural blue yes camera daughter.,IT/IS,Engineers,20-05-1994,MA,Technician,Male,81338,Asian,Widowed,Fully Meets,4
2573,Jessica,Bunbury,2020-01-17,2023-02-28,Area Sales Manager,Keith Adams,jessica.bunbury@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone A,Temporary,Voluntary,Decide cut camera conference last size will.,Sales,Field Operations,1987-02-01,VA,Laborer,Female,21851,Black,Divorced,Fully Meets,4
2574,Giovanni,Leruth,2022-06-11,2023-02-20,Area Sales Manager,Travis Davenport,giovanni.leruth@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Involuntary,House seven human available.,Sales,Billable Consultants,18-11-1971,UT,Engineer,Male,84111,Hispanic,Widowed,Fully Meets,2
2575,Ricardo,Gonzales,2021-03-03,2023-01-30,Area Sales Manager,Patricia Norris,ricardo.gonzales@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Retirement,Establish fear recently owner.,Sales,Splicing,21-06-1951,ID,Splicer,Male,83706,Other,Widowed,Fully Meets,4
2576,Caitrin,Strong,2020-04-16,2021-03-15,Area Sales Manager,Patrick Patterson,caitrin.strong@bilearner.com,CCDR,Active,Contract,Zone B,Part-Time,Resignation,Doctor statement she rule order wind.,Sales,General - Sga,27-12-1969,MT,Supervisor,Female,59102,Asian,Widowed,Fully Meets,1
2577,Jenna,Dietrich,2022-09-22,2023-01-28,Area Sales Manager,Mrs. Stephanie Forbes,jenna.dietrich@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Voluntary,Less air right in southern it material.,Sales,Wireline Construction,28-07-1963,WA,Lineman,Female,98052,Other,Married,Fully Meets,2
2578,Michelle,Carter,2023-05-30,,Area Sales Manager,Jon Estes,michelle.carter@bilearner.com,MSC,Active,Part-Time,Zone A,Full-Time,Unk,,Sales,Shop (Fleet),28-01-1996,VT,Assistant,Female,5664,Black,Single,Fully Meets,5
2579,Jackie,Valentin,2021-01-14,,Area Sales Manager,Julia Moss,jackie.valentin@bilearner.com,MSC,Active,Full-Time,Zone C,Full-Time,Unk,,Sales,General - Eng,29-06-1977,AZ,Administrative,Female,85006,White,Married,Fully Meets,2
2580,Alfred,Digitale,2020-04-29,2021-10-20,Area Sales Manager,Nathan Kelly,alfred.digitale@bilearner.com,BPC,Active,Full-Time,Zone A,Part-Time,Resignation,Key whose anyone religious mother movie.,Sales,Finance & Accounting,1954-07-04,NH,Administration,Male,3062,White,Single,Fully Meets,2
2581,Howard,Mullaney,2021-07-07,,Area Sales Manager,Nina Scott,howard.mullaney@bilearner.com,MSC,Active,Full-Time,Zone A,Full-Time,Unk,,Sales,Field Operations,1970-12-11,AL,Laborer,Male,36006,Other,Divorced,Fully Meets,1
2582,Whitney,Gill,2020-07-28,,Area Sales Manager,John Hunter,whitney.gill@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Unk,,Sales,Wireline Construction,31-08-1992,OH,Laborer,Female,43050,Hispanic,Single,Fully Meets,1
2583,Gerry,Friedman,2020-09-16,,Area Sales Manager,Raymond Fields,gerry.friedman@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Unk,,Sales,Engineers,29-02-1996,NY,Project Manager,Male,10171,Black,Married,Fully Meets,5
2584,Noah,Villanueva,2023-04-23,,Area Sales Manager,Samuel Reyes,noah.villanueva@bilearner.com,TNS,Active,Part-Time,Zone C,Part-Time,Unk,,Sales,Engineers,27-09-1956,ME,Engineer,Male,4063,White,Single,Fully Meets,4
2585,Mike,Guilianno,2021-06-04,,Area Sales Manager,Martha Stone,mike.guilianno@bilearner.com,PYZ,Active,Contract,Zone A,Temporary,Unk,,Sales,General - Con,21-05-2001,TN,Laborer,Male,37129,Asian,Divorced,Fully Meets,2
2586,Travis,Ozark,2020-04-15,,Area Sales Manager,Joshua Campbell,travis.ozark@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Unk,,Sales,Field Operations,25-04-1980,NC,Laborer,Male,27229,Asian,Divorced,Fully Meets,4
2587,Rylee,Frye,2019-09-04,2020-04-13,Area Sales Manager,Ashley Phillips,rylee.frye@bilearner.com,NEL,Active,Full-Time,Zone A,Part-Time,Involuntary,Rest society tell into ahead.,Sales,Field Operations,31-07-2000,MA,Technician,Male,69470,Other,Widowed,Fully Meets,5
2588,Callum,Ford,2020-08-18,,Area Sales Manager,Joshua Mccoy,callum.ford@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Sales,Field Operations,24-07-1988,MA,Laborer,Male,90985,Other,Single,Fully Meets,5
2589,Jabari,Frank,2020-12-05,,Area Sales Manager,Timothy Brown,jabari.frank@bilearner.com,BPC,Active,Contract,Zone A,Temporary,Unk,,Sales,Fielders,26-12-1950,AZ,Engineer,Male,62646,Asian,Single,Fully Meets,5
2590,Stephanie,Wilkinson,2023-01-13,2023-02-12,Area Sales Manager,Nancy Mccarthy,stephanie.wilkinson@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Retirement,Media move management if my.,Sales,Engineers,1998-07-02,AZ,Engineer,Male,47626,Asian,Married,Fully Meets,5
2591,Cruz,Arellano,2019-09-17,,Area Sales Manager,Patricia Martinez,cruz.arellano@bilearner.com,SVG,Active,Full-Time,Zone B,Full-Time,Unk,,Sales,General - Con,1993-08-08,AZ,Laborer,Male,19215,Asian,Single,Fully Meets,4
2592,Rubi,Shields,2020-10-15,,Area Sales Manager,Martin Shelton,rubi.shields@bilearner.com,EW,Active,Contract,Zone B,Part-Time,Unk,,Sales,Field Operations,1949-12-06,TN,Splicer,Male,80307,Asian,Single,Fully Meets,2
2593,Sage,Booker,2018-12-01,2021-06-23,Area Sales Manager,Kimberly Lee,sage.booker@bilearner.com,MSC,Active,Contract,Zone A,Temporary,Voluntary,Weight join evidence oil father.,Sales,General - Con,1972-08-02,TN,Laborer,Male,64576,Other,Widowed,Fully Meets,1
2594,Aileen,Wright,2023-07-24,,Area Sales Manager,Nathan Silva,aileen.wright@bilearner.com,TNS,Active,Part-Time,Zone C,Temporary,Unk,,Sales,Fielders,27-03-1956,TN,Engineer,Male,1126,Other,Divorced,Fully Meets,1
2595,Karly,Ho,2019-10-08,,Area Sales Manager,Julie Young,karly.ho@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Unk,,Sales,Aerial,25-03-1998,TN,Administrator,Male,68371,Asian,Divorced,Fully Meets,4
2596,Thaddeus,Lutz,2021-10-16,2022-05-04,Area Sales Manager,Katelyn Kramer,thaddeus.lutz@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Voluntary,Also protect scientist. Fear result major the.,Sales,Corp Operations,20-05-1977,ID,Administrative,Male,68985,Black,Divorced,Fully Meets,2
2597,Layla,Kane,2020-04-03,,Area Sales Manager,Mrs. Deanna Cooper,layla.kane@bilearner.com,NEL,Active,Contract,Zone A,Full-Time,Unk,,Sales,Field Operations,25-09-1944,ID,Technician,Male,92704,Asian,Divorced,Fully Meets,2
2598,Yesenia,Payne,2020-01-08,,Area Sales Manager,Brian Scott,yesenia.payne@bilearner.com,PL,Active,Part-Time,Zone A,Temporary,Unk,,Sales,General - Con,1964-05-09,ID,Splicer,Male,8573,Asian,Divorced,Fully Meets,4
2599,Jase,Waters,2022-03-27,2023-06-14,Administrative Assistant,Michaela Jones,jase.waters@bilearner.com,BPC,Active,Contract,Zone A,Temporary,Voluntary,Very research level send picture pressure our.,Sales,Yard (Material Handling),1942-11-07,ID,Runner,Female,40513,Black,Widowed,Fully Meets,2
2600,Thomas,Sloan,2018-09-18,,Administrative Assistant,Kelsey Dunn,thomas.sloan@bilearner.com,CCDR,Active,Full-Time,Zone C,Temporary,Unk,,Sales,Aerial,16-01-1965,WA,Lineman,Female,46029,Asian,Widowed,Fully Meets,2
2601,Anya,Baldwin,2019-11-29,2020-04-21,Administrative Assistant,Lonnie Sanders,anya.baldwin@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Involuntary,Glass effort however relate partner lay what.,Sales,General - Con,2001-02-03,WA,Laborer,Female,44158,Hispanic,Widowed,Fully Meets,1
2602,Jacquelyn,Austin,2019-04-16,2022-08-05,Accountant I,Ariana Brady,jacquelyn.austin@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Involuntary,Rather middle organization officer.,Admin Offices,Wireline Construction,1982-07-08,MA,Clerk,Female,27947,Other,Widowed,Fully Meets,2
2603,Kaitlynn,Aguirre,2019-03-05,2019-10-12,Area Sales Manager,Jessica Rose,kaitlynn.aguirre@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,Involuntary,Front tend couple a budget strategy.,Sales,Splicing,1999-08-06,MA,Splicer,Male,18574,Other,Divorced,Fully Meets,2
2604,Saniyah,Cantu,2018-12-20,2020-05-29,Area Sales Manager,Barbara Neal,saniyah.cantu@bilearner.com,PL,Active,Contract,Zone C,Full-Time,Voluntary,Compare factor only together.,Sales,Aerial,1987-10-03,MA,Engineer,Male,68833,Other,Divorced,Fully Meets,5
2605,Jakayla,Dickson,2021-03-08,2023-05-29,Area Sales Manager,Julie Mcclain,jakayla.dickson@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Retirement,Situation affect medical friend audience fight.,Sales,Wireline Construction,1968-11-08,AZ,Supervisor,Male,29838,Black,Married,Fully Meets,4
2606,Aspen,Freeman,2020-10-23,,Area Sales Manager,Mary Mitchell,aspen.freeman@bilearner.com,CCDR,Active,Full-Time,Zone C,Part-Time,Unk,,Sales,Project Management - Con,1951-02-08,AZ,Project Manager,Male,24803,White,Single,Fully Meets,2
2607,Lamont,Summers,2019-03-29,,Area Sales Manager,Jason Reeves,lamont.summers@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Unk,,Sales,Fielders,14-10-1976,AL,Engineer,Male,89972,White,Married,Fully Meets,2
2608,Lewis,Hobbs,2020-10-25,,Area Sales Manager,Cynthia Hurley,lewis.hobbs@bilearner.com,EW,Active,Contract,Zone A,Full-Time,Unk,,Sales,Field Operations,1977-01-12,TN,Lineman,Male,47864,Asian,Married,Fully Meets,4
2609,Harrison,Camacho,2019-12-06,2021-07-18,Area Sales Manager,Robert Thompson,harrison.camacho@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Retirement,Upon budget class college now this trade.,Sales,General - Sga,13-08-1971,TN,Administrative,Male,55114,Asian,Widowed,Fully Meets,2
2610,Ronald,Marquez,2022-09-23,2023-01-25,Area Sales Manager,Kelly James,ronald.marquez@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,Retirement,Join difference order size occur entire sell.,Sales,General - Con,30-12-1947,TN,Foreman,Male,90224,White,Widowed,Fully Meets,2
2611,Arabella,Hunter,2019-12-26,2022-06-04,Area Sales Manager,Juan Henson,arabella.hunter@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Voluntary,Ground bad official number stuff stop leader.,Sales,Wireline Construction,22-09-1956,TN,Manager,Male,22260,Black,Widowed,Fully Meets,2
2612,Amiya,Richardson,2018-08-27,2019-12-19,Area Sales Manager,Jacob Nelson,amiya.richardson@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Retirement,Site cut debate own born six.,Sales,Field Operations,1963-01-07,ID,Driller,Male,95112,White,Married,Fully Meets,4
2613,Raquel,Sosa,2022-12-12,2023-03-07,Area Sales Manager,Lisa Green,raquel.sosa@bilearner.com,NEL,Active,Part-Time,Zone B,Full-Time,Resignation,Something service already fish create firm job.,Sales,Project Management - Eng,16-07-1944,ID,Project Manager,Male,13814,Black,Single,Fully Meets,5
2614,Andy,Stewart,2021-05-13,,Area Sales Manager,Jose Copeland,andy.stewart@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Unk,,Sales,Field Operations,14-03-1987,ID,Foreman,Male,29887,Black,Divorced,Fully Meets,5
2615,Patrick,Padilla,2021-03-31,,Administrative Assistant,Richard Price,patrick.padilla@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Unk,,Sales,Finance & Accounting,25-05-1962,WA,Controller,Female,69576,Black,Single,Fully Meets,4
2616,Destiney,Navarro,2019-08-14,2022-09-04,Administrative Assistant,Gary Ortiz,destiney.navarro@bilearner.com,CCDR,Active,Full-Time,Zone A,Part-Time,Involuntary,Still box ten network apply.,Sales,Engineers,18-12-1972,WA,Engineer,Female,62733,Black,Married,Fully Meets,1
2617,Yadira,Barron,2020-08-02,2022-12-30,Administrative Assistant,Tanya Wilson,yadira.barron@bilearner.com,SVG,Active,Full-Time,Zone C,Full-Time,Retirement,Piece manage well onto.,Sales,Catv,26-04-1995,WA,Foreman,Female,78047,Hispanic,Single,Fully Meets,4
2618,Anika,Bender,2019-06-04,,Accountant I,Linda Lewis,anika.bender@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Unk,,Admin Offices,Wireline Construction,20-11-1994,MA,Laborer,Female,22491,White,Married,Fully Meets,4
2619,Carlo,Giles,2020-06-17,2022-02-08,Area Sales Manager,Alexandria Brown,carlo.giles@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Involuntary,Use stay among place dinner.,Sales,Field Operations,1946-06-04,MA,Laborer,Male,36412,Hispanic,Divorced,Fully Meets,5
2620,Kaylin,Dillon,2021-03-04,,Area Sales Manager,Sarah Bates,kaylin.dillon@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Unk,,Sales,General - Con,1973-02-10,MA,Laborer,Male,14776,Asian,Married,Fully Meets,1
2621,Laura,Bullock,2018-09-14,,Area Sales Manager,Mr. Benjamin Lucas,laura.bullock@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Unk,,Sales,Technology / It,1942-06-08,AZ,Manager,Male,57305,White,Single,Fully Meets,2
2622,Mary,Moore,2020-07-20,,Area Sales Manager,Sheila Taylor,mary.moore@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Unk,,Sales,Executive,30-09-1991,AZ,Vp,Male,95143,Asian,Widowed,Fully Meets,4
2623,Harper,Clark,2020-05-21,2021-06-13,Area Sales Manager,Benjamin Cooper,harper.clark@bilearner.com,CCDR,Active,Contract,Zone C,Full-Time,Involuntary,Game success stock hold sometimes will approach.,Sales,Field Operations,13-07-1953,AZ,Tower Hand,Male,55592,Asian,Divorced,Fully Meets,2
2624,Charles,Howard,2023-06-11,2023-07-28,Area Sales Manager,Janet Andrews,charles.howard@bilearner.com,SVG,Active,Part-Time,Zone C,Temporary,Retirement,Simple them do consider grow.,Sales,Wireline Construction,22-07-1984,AL,Supervisor,Male,12964,Other,Single,Fully Meets,2
2625,Jaron,Rojas,2022-11-27,2023-05-19,Area Sales Manager,William Ellis,jaron.rojas@bilearner.com,EW,Active,Full-Time,Zone B,Full-Time,Retirement,Situation anything economy time relationship.,Sales,Splicing,1943-09-11,TN,Driller,Male,88783,Asian,Divorced,Fully Meets,2
2626,Jordyn,Mcguire,2020-03-02,2022-05-27,Area Sales Manager,Kenneth Perry,jordyn.mcguire@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Resignation,Never whatever loss economic off without cause.,Sales,Project Management - Con,1976-04-09,TN,Manager,Male,11087,Asian,Widowed,Fully Meets,4
2627,Valentino,Myers,2023-01-29,2023-05-24,Area Sales Manager,Michael Taylor,valentino.myers@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Retirement,Key as eye past. Three would affect about.,Sales,Wireline Construction,26-05-1990,TN,Foreman,Male,43552,Other,Divorced,Fully Meets,4
2628,Charles,Coleman,2021-12-07,,Area Sales Manager,Thomas Roberts,charles.coleman@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,Unk,,Sales,Sales & Marketing,19-11-1991,TN,Vp,Male,33113,Hispanic,Divorced,Fully Meets,2
2629,Kamden,Cummings,2023-03-19,2023-07-11,Area Sales Manager,Stephen Green,kamden.cummings@bilearner.com,CCDR,Active,Contract,Zone B,Temporary,Retirement,Hot key speak song thus her member.,Sales,Underground,1975-04-02,ID,Laborer,Male,12650,White,Single,Fully Meets,1
2630,Kiley,Wagner,2022-06-10,2023-02-14,Area Sales Manager,Andrea Dean,kiley.wagner@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Involuntary,Force way bank trade.,Sales,Field Operations,1994-04-11,ID,Laborer,Male,34069,Asian,Widowed,Fully Meets,5
2631,Darien,Young,2021-03-03,,Area Sales Manager,Maria Hale,darien.young@bilearner.com,MSC,Active,Full-Time,Zone C,Full-Time,Unk,,Sales,Catv,1998-09-04,ID,Foreman,Female,50389,Black,Widowed,Fully Meets,2
2632,Madeline,Suarez,2022-03-06,,Administrative Assistant,Joshua Carpenter,madeline.suarez@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Unk,,Sales,Field Operations,20-10-1975,WA,Foreman,Female,92311,Hispanic,Divorced,Fully Meets,4
2633,Zain,Nolan,2022-08-08,,Administrative Assistant,Steven Hall,zain.nolan@bilearner.com,PL,Active,Part-Time,Zone C,Full-Time,Unk,,Sales,Project Management - Con,1985-09-09,WA,Manager,Female,10525,White,Single,Fully Meets,5
2634,Hezekiah,Mcgee,2023-03-12,,Administrative Assistant,David Clark,hezekiah.mcgee@bilearner.com,PYZ,Active,Part-Time,Zone B,Temporary,Unk,,Sales,Field Operations,16-02-1943,WA,Technician,Female,12008,Asian,Single,Fully Meets,4
2635,Maxim,Phillips,2019-05-01,2023-02-16,Accountant I,Lauren Shepard,maxim.phillips@bilearner.com,SVG,Active,Full-Time,Zone B,Temporary,Voluntary,Audience board south. Per state model beat.,Admin Offices,General - Con,26-07-1957,MA,Locator,Female,86499,Asian,Divorced,Fully Meets,1
2636,Gwendolyn,Hogan,2018-09-13,2020-11-04,Area Sales Manager,Jason Hayes,gwendolyn.hogan@bilearner.com,PYZ,Active,Full-Time,Zone B,Temporary,Resignation,Almost across fly recent go.,Sales,General - Eng,20-11-1970,MA,Technician,Male,12113,Asian,Married,Fully Meets,5
2637,Kaia,Hernandez,2022-11-16,,Area Sales Manager,Troy Bennett,kaia.hernandez@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Unk,,Sales,Project Management - Con,1967-04-10,MA,Supervisor,Male,39143,Asian,Divorced,Fully Meets,5
2638,Mathias,Tran,2021-11-20,2023-03-17,Area Sales Manager,Michelle Guzman,mathias.tran@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Voluntary,Matter fight attention this strategy.,Sales,Catv,1957-10-01,AZ,Supervisor,Male,16470,Asian,Divorced,Fully Meets,2
2639,Simeon,Roy,2020-09-29,,Area Sales Manager,Sandra Young,simeon.roy@bilearner.com,PL,Active,Part-Time,Zone C,Temporary,Unk,,Sales,Project Management - Con,22-09-1975,AZ,Manager,Male,56991,Asian,Married,Fully Meets,2
2640,Magdalena,Whitehead,2021-08-28,2022-09-06,Area Sales Manager,Jacob Perez,magdalena.whitehead@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Voluntary,Company set policy drop become single.,Sales,Wireline Construction,1962-06-11,AZ,Foreman,Male,9642,Black,Single,Fully Meets,4
2641,Gwendolyn,Mccall,2021-04-28,2022-03-22,Area Sales Manager,Lisa Dyer,gwendolyn.mccall@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Voluntary,Politics suggest company trade treat region.,Sales,Aerial,20-07-1975,AZ,Groundman,Male,23897,Asian,Married,Fully Meets,2
2642,Demarion,Harrington,2022-06-15,2023-05-05,Area Sales Manager,Rebecca Taylor DVM,demarion.harrington@bilearner.com,SVG,Active,Full-Time,Zone C,Full-Time,Voluntary,Significant color always require evening.,Sales,Field Operations,13-06-1951,AL,Laborer,Male,65470,Asian,Divorced,Fully Meets,4
2643,Katelyn,Brown,2022-04-15,2022-10-10,Area Sales Manager,Deborah Stephens,katelyn.brown@bilearner.com,EW,Active,Full-Time,Zone A,Temporary,Voluntary,Likely debate ever college strategy way can.,Sales,Wireline Construction,24-12-1966,TN,Clerical,Male,60277,Black,Divorced,Fully Meets,5
2644,Miranda,Keith,2020-07-19,2021-04-10,Area Sales Manager,Patrick Lopez,miranda.keith@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Involuntary,Within rise suggest war check happy whom.,Sales,Aerial,23-01-1999,TN,Lineman,Male,25859,Other,Single,Fully Meets,5
2645,Breanna,Kerr,2020-07-02,,Area Sales Manager,Nicholas Martinez,breanna.kerr@bilearner.com,TNS,Active,Contract,Zone C,Temporary,Unk,,Sales,Wireline Construction,27-06-1947,TN,Manager,Male,22815,Asian,Married,Fully Meets,4
2646,Saniya,Ho,2019-08-04,,Area Sales Manager,Cathy Whitehead,saniya.ho@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Unk,,Sales,Project Management - Con,17-06-2001,ID,Manager,Male,87653,Black,Widowed,Fully Meets,1
2647,Rylan,Key,2019-01-09,,Area Sales Manager,Lisa Johnson,rylan.key@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Unk,,Sales,Project Management - Con,1950-03-11,ID,Coordinator,Male,33659,Hispanic,Single,Fully Meets,5
2648,Nathaly,Stevens,2022-10-01,,Area Sales Manager,William Fernandez,nathaly.stevens@bilearner.com,NEL,Active,Part-Time,Zone A,Part-Time,Unk,,Sales,Fielders,1994-05-07,ID,Engineer,Male,92454,Other,Married,Fully Meets,2
2649,Maximus,Delgado,2020-09-28,2023-06-02,Area Sales Manager,Leslie Scott,maximus.delgado@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Retirement,Appear reality artist there understand.,Sales,Project Management - Con,21-03-1973,NY,Coordinator,Female,59871,White,Widowed,Fully Meets,4
2650,Karley,Long,2018-11-15,,Administrative Assistant,Vanessa Donaldson DVM,karley.long@bilearner.com,BPC,Active,Part-Time,Zone B,Full-Time,Unk,,Sales,Project Management - Con,15-08-1964,WA,Project Manager,Female,28100,Black,Single,Fully Meets,1
2651,Demarcus,Frazier,2020-11-24,,Administrative Assistant,Steven Saunders,demarcus.frazier@bilearner.com,CCDR,Active,Contract,Zone C,Full-Time,Unk,,Sales,Project Management - Con,1992-02-03,WA,Coordinator,Female,30181,Hispanic,Divorced,Fully Meets,2
2652,Fernando,Richard,2023-07-09,2023-07-14,Administrative Assistant,Virginia Smith,fernando.richard@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Voluntary,Continue personal federal another.,Sales,General - Sga,1954-08-03,MA,Manager,Female,15228,Other,Widowed,Fully Meets,4
2653,Keon,Gonzalez,2023-04-20,2023-05-08,Area Sales Manager,Brett Vargas,keon.gonzalez@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Retirement,Garden player quickly body science.,Sales,Wireline Construction,21-04-1944,MA,Operator,Male,25594,White,Widowed,Fully Meets,1
2654,Lauryn,Anthony,2019-08-22,2020-01-07,Area Sales Manager,Mark Hernandez,lauryn.anthony@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Resignation,Stay herself cultural pass large.,Sales,General - Con,1955-09-07,MA,Operator,Male,97492,Black,Divorced,Fully Meets,4
2655,Amanda,Allison,2022-08-02,2023-04-07,Area Sales Manager,John Wright,amanda.allison@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Voluntary,Mother fine late simply close material yeah.,Sales,General - Con,1964-08-11,AZ,Manager,Male,48881,Black,Divorced,Fully Meets,2
2656,Urijah,Houston,2018-10-31,2020-01-23,Area Sales Manager,Tony Moore,urijah.houston@bilearner.com,PL,Active,Part-Time,Zone B,Part-Time,Voluntary,Detail see down common great on especially.,Sales,Aerial,1957-10-02,AZ,Splicer,Male,71509,Hispanic,Single,Fully Meets,4
2657,Trace,Brandt,2021-11-23,2022-07-20,Area Sales Manager,Jeffrey Hodge,trace.brandt@bilearner.com,BPC,Active,Contract,Zone B,Temporary,Voluntary,Decision decade approach.,Sales,Isp,1995-06-06,AZ,Manager,Male,27097,White,Widowed,Fully Meets,2
2658,Yuliana,Levine,2023-07-01,2023-07-21,Area Sales Manager,Emily Simmons,yuliana.levine@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Involuntary,Heart certainly computer beat where pull.,Sales,Engineers,28-03-1960,AZ,Technician,Male,74016,Black,Married,Fully Meets,2
2659,Bailey,Hays,2022-07-18,,Area Sales Manager,Jessica Gomez,bailey.hays@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,Unk,,Sales,General - Con,13-07-1990,AL,Administrative,Male,71519,Black,Single,Fully Meets,2
2660,Sanaa,Valenzuela,2019-08-09,,Area Sales Manager,Cheryl Moody,sanaa.valenzuela@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Unk,,Sales,Shop (Fleet),27-10-1959,TN,Mechanic,Male,33045,Asian,Divorced,Fully Meets,4
2661,Avah,Hayes,2021-07-06,,Area Sales Manager,Patrick Coleman,avah.hayes@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,Unk,,Sales,Engineers,1970-11-08,TN,Administrative,Male,65089,Black,Married,Fully Meets,2
2662,Cody,Bates,2021-02-02,,Area Sales Manager,Brittney Young,cody.bates@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Unk,,Sales,General - Con,1945-12-09,ID,Foreman,Male,94177,Asian,Single,Fully Meets,2
2663,Eli,Grant,2023-01-06,2023-04-25,Area Sales Manager,Ryan Ward,eli.grant@bilearner.com,PYZ,Active,Part-Time,Zone B,Part-Time,Resignation,Party employee page half young budget.,Sales,Splicing,21-07-1971,ID,Technician,Male,51278,Hispanic,Divorced,Fully Meets,5
2664,Felipe,Rollins,2021-11-13,,Area Sales Manager,Rose Cunningham,felipe.rollins@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,Unk,,Sales,Project Management - Con,25-06-1961,ID,Manager,Male,14665,Hispanic,Divorced,Fully Meets,1
2665,Abdiel,Good,2020-03-15,,Area Sales Manager,Jessica Harrison,abdiel.good@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Unk,,Sales,Splicing,14-07-1991,NY,Splicer,Male,33859,Hispanic,Married,Fully Meets,4
